team_year,BPI_Off,BPI_Def,BPI
2018 Western Carolina,-5.5,-1.8,-7.3
2018 Loyola MD,-5,-2.5,-7.4
2018 Cleveland St.,-3.9,-3.5,-7.5
2018 Bethune-Cookman,-3.6,-3.9,-7.5
2018 Little Rock,-6.7,-0.9,-7.6
2018 Siena,-5.2,-2.3,-7.6
2018 UT Martin,-5.5,-2.1,-7.6
2018 Southern Utah,-2.7,-5,-7.7
2018 McNeese,-3.4,-4.3,-7.7
2018 The Citadel,-2.4,-5.4,-7.8
2018 St. Francis (BKN),-4.1,-3.8,-7.8
2018 Sacred Heart,-5.6,-2.3,-7.9
2018 North Florida,0.2,-8.1,-7.9
2018 North Carolina A&T,-4.1,-3.9,-8
2018 Sacramento St.,-3.8,-4.2,-8
2018 Kennesaw St.,-4.1,-4,-8.1
2018 Kansas City,-5.3,-2.8,-8.1
2018 Central Connecticut,-4.2,-3.9,-8.1
2018 Detroit Mercy,-1.1,-7.1,-8.2
2018 San José St,-6.3,-2,-8.3
2018 Grambling,-6.9,-1.3,-8.3
2018 East Carolina,-5.4,-3,-8.4
2018 Savannah St.,-3.1,-5.4,-8.4
2018 Norfolk St.,-6.2,-2.4,-8.6
2018 Charlotte,-3.6,-5,-8.6
2018 Texas A&M-CC,-7.3,-1.4,-8.7
2018 Rice,-5.2,-3.7,-8.9
2018 Youngstown St.,-2.9,-6,-8.9
2018 SIU Edwardsville,-4.3,-4.8,-9.1
2018 Stetson,-3.8,-5.4,-9.1
2018 Southern,-6.3,-2.8,-9.1
2018 Jacksonville,-6.9,-2.3,-9.2
2018 Morgan St.,-5.5,-3.8,-9.3
2018 Marist,-3.5,-6.1,-9.6
2018 Cal Poly,-4.8,-5,-9.8
2018 American,-6.2,-3.8,-10.1
2018 Houston Baptist,-3.5,-6.7,-10.2
2018 Presbyterian,-4.1,-6.2,-10.3
2018 Maine,-9,-1.3,-10.3
2018 Arkansas Pine Bluff,-7.4,-3,-10.4
2018 VMI,-9.6,-1.5,-11
2018 Cal St. Northridge,-5.2,-6.1,-11.2
2018 Incarnate Word,-6.4,-5.3,-11.7
2018 Howard,-4.7,-7.2,-11.9
2018 Jackson St.,-10,-1.9,-11.9
2018 Alcorn St.,-6.8,-5.5,-12.3
2018 South Carolina UpSt.,-0.8,-12.2,-13
2018 Alabama St.,-7.1,-6.1,-13.2
2018 Bryant,-4.3,-9,-13.3
2018 Florida A&M,-6.6,-6.9,-13.5
2018 Longwood,-9.7,-4,-13.7
2018 Northern Arizona,-8.9,-5.1,-14
2018 South Carolina St.,-6.1,-8.3,-14.5
2018 Coppin St.,-12.4,-3.2,-15.6
2018 Northwestern St.,-11.1,-5.2,-16.2
2018 Mississippi Valley St.,-9.9,-6.5,-16.3
2018 Chicago St.,-7.5,-9,-16.5
2018 Delaware St.,-9.4,-8.5,-18
2018 Alabama A&M,-11.7,-7.4,-19.1
2018 Maryland-Eastern Shore,-10.1,-9.5,-19.6
2019 Virginia,12.2,11,23.2
2019 Gonzaga,14,9,23.1
2019 Duke,10.9,10.4,21.3
2019 Michigan St.,10.7,9.1,19.8
2019 North Carolina,10.7,8.2,18.9
2019 Texas Tech,6.2,12.6,18.8
2019 Kentucky,9.4,8.8,18.3
2019 Michigan,6.3,11.5,17.8
2019 Purdue,11.8,5.6,17.4
2019 Tennessee,11.4,5.7,17.1
2019 Virginia Tech,9.9,6.7,16.5
2019 Auburn,10.5,5.9,16.4
2019 Houston,7.7,8.1,15.9
2019 Florida St.,5.9,8.7,14.6
2019 Iowa St.,9,5.5,14.5
2019 Wofford,9.9,4.4,14.3
2019 Wisconsin,5,9.4,14.3
2019 Kansas,6.9,7.3,14.2
2019 Louisville,6.8,6.6,13.4
2019 Mississippi St.,8.7,4.2,12.9
2019 Nevada,7.1,5.7,12.9
2019 Kansas St.,2.8,9.9,12.7
2019 LSU,8.5,4.2,12.7
2019 Buffalo,7,5.6,12.6
2019 Villanova,8.5,4,12.5
2019 Maryland,6.1,5.9,12
2019 Cincinnati,5.2,6.7,11.8
2019 Texas,5.8,6,11.8
2019 NC St.,7,4.6,11.7
2019 Florida,4.4,7.2,11.6
2019 Oregon,3.7,7.8,11.6
2019 Marquette,5.7,5.8,11.5
2019 Clemson,3,7.9,10.9
2019 Oklahoma,4,6.6,10.6
2019 Syracuse,3.8,6.7,10.5
2019 UCF,4.5,6,10.5
2019 Iowa,8.9,1.6,10.5
2019 Saint Mary's,7.3,3.1,10.4
2019 Baylor,6.7,3.6,10.3
2019 Nebraska,5.7,4.5,10.2
2019 VCU,0.1,9.9,10
2019 Ohio St.,3.5,6.3,9.8
2019 TCU,4.2,5.3,9.5
2019 Belmont,7.5,1.9,9.4
2019 Indiana,3.1,5.9,9
2019 Murray St.,5.8,3.2,9
2019 Lipscomb,4.9,4.1,8.9
2019 Penn St.,2.3,6.6,8.9
2019 Utah St.,4.5,4.4,8.9
2019 Creighton,6.4,2.4,8.8
2019 Mississippi,5.2,3.5,8.7
2019 Washington,2.3,6.4,8.7
2019 Minnesota,3.7,4.4,8.1
2019 Dayton,5.4,2.7,8.1
2019 Vermont,4.3,3.6,7.9
2019 New Mexico St.,5.3,2.6,7.9
2019 Seton Hall,3.1,4.6,7.7
2019 Liberty,4.2,3.3,7.5
2019 Furman,3.5,4,7.5
2019 Arizona St.,3.5,4,7.4
2019 Arkansas,3,4.4,7.4
2019 San Francisco,5,2.2,7.1
2019 Toledo,3.8,3.2,7.1
2019 Memphis,3.4,3.6,7.1
2019 Xavier,4.8,2.1,6.9
2019 Butler,5,1.9,6.9
2019 Alabama,2.5,4.4,6.9
2019 Fresno St.,3.5,3.2,6.7
2019 Temple,3.7,2.9,6.6
2019 Northwestern,-0.1,6.6,6.6
2019 East Tennessee St.,3.8,2.7,6.5
2019 Miami FL,4.4,2.2,6.5
2019 Yale,4.8,1.6,6.4
2019 Hofstra,8.6,-2.3,6.3
2019 Providence,1.1,5.1,6.3
2019 St. John's,4,2.3,6.2
2019 Wichita St.,1.7,4.3,6
2019 South Carolina,1.7,4.3,6
2019 Davidson,3.1,2.7,5.8
2019 UNC Greensboro,2,3.7,5.7
2019 Colorado,1.2,4.5,5.7
2019 South Dakota St.,6,-0.4,5.5
2019 Missouri,1.7,3.8,5.5
2019 USC,4.1,1.4,5.5
2019 UC Irvine,1.1,4.4,5.5
2019 Rutgers,0.6,4.7,5.3
2019 San Diego,1.9,3.3,5.2
2019 Oregon St.,4.7,0.5,5.2
2019 West Virginia,3.9,1.2,5
2019 Northeastern,5.1,-0.1,5
2019 Northern Kentucky,2.8,2.1,5
2019 Arizona,1.2,3.6,4.9
2019 Illinois,2.5,2.4,4.9
2019 BYU,4.7,0.1,4.8
2019 Notre Dame,2.8,2,4.8
2019 Georgetown,3.3,1.4,4.7
2019 Pittsburgh,0.2,4.5,4.7
2019 Connecticut,3.1,1.4,4.5
2019 Saint Louis,-1,5.5,4.5
2019 SMU,5.4,-1,4.5
2019 Texas A&M,1.9,2.4,4.3
2019 Georgia Southern,3.4,0.8,4.3
2019 San Diego St.,0.6,3.4,4.1
2019 Austin Peay,4.3,-0.3,4.1
2019 UCLA,3.3,0.7,4
2019 Oklahoma St.,2.4,1.6,3.9
2019 Georgia Tech,-2.1,5.9,3.9
2019 South Florida,-1.1,4.6,3.6
2019 Old Dominion,-1.9,5.5,3.6
2019 St. Bonaventure,-1.2,4.8,3.6
2019 Georgia St.,2.9,0.7,3.5
2019 DePaul,4.4,-1,3.4
2019 Grand Canyon,1.9,1.5,3.4
2019 Harvard,0.8,2.6,3.4
2019 Boston College,2.2,1.1,3.4
2019 Jacksonville St.,0.4,2.9,3.3
2019 Loyola Chicago,0.3,2.9,3.2
2019 Penn,0.2,2.9,3.2
2019 Texas St.,-0.9,4,3.1
2019 Western Kentucky,0.5,2.6,3.1
2019 Stanford,-0.7,3.8,3.1
2019 Charleston,2.8,0.2,3.1
2019 Akron,-2.7,5.8,3
2019 Montana,2.5,0.6,3
2019 Wright St.,1.3,1.7,3
2019 Ball St.,0.4,2.5,2.9
2019 Tulsa,0.9,2,2.8
2019 Utah,5.7,-2.8,2.8
2019 Georgia,0.6,2.1,2.6
2019 Boise St.,2.4,0.1,2.6
2019 Colgate,3.5,-1,2.6
2019 Rhode Island,-0.1,2.6,2.5
2019 Bowling Green,1.4,1.1,2.5
2019 Loyola Marymount,-0.5,2.9,2.4
2019 Southern Miss,1.3,1.1,2.4
2019 Utah Valley,2.7,-0.3,2.4
2019 Drake,1.2,1,2.3
2019 Bucknell,1.5,0.7,2.2
2019 Radford,2.7,-0.5,2.2
2019 Gardner Webb,2.3,-0.3,2
2019 UC Santa Barbara,1.5,-0.1,1.4
2019 Brown,-2,3.4,1.4
2019 UL Monroe,5,-3.6,1.4
2019 Louisiana Tech,0.6,0.8,1.4
2019 Southern Illinois,-0.2,1.6,1.3
2019 UNLV,2,-0.7,1.3
2019 George Mason,0.1,1.1,1.2
2019 Central Michigan,3.3,-2.1,1.2
2019 North Texas,-1.9,3,1
2019 Abilene Christian,0.2,0.9,1
2019 Stony Brook,-2.7,3.8,1
2019 Vanderbilt,-0.7,1.7,0.9
2019 Northern Illinois,1.6,-0.7,0.9
2019 Pepperdine,2.1,-1.5,0.6
2019 Samford,0.7,-0.1,0.6
2019 Northern Colorado,1.2,-0.6,0.6
2019 Coastal Carolina,1.8,-1.3,0.6
2019 Purdue Fort Wayne,3.2,-2.7,0.6
2019 Kent St.,2.3,-1.8,0.5
2019 Miami (OH),-0.3,0.7,0.4
2019 Lehigh,3.1,-2.8,0.3
2019 Duquesne,0.3,-0.1,0.2
2019 Omaha,4.4,-4.3,0.1
2019 Winthrop,2.5,-2.6,-0.1
2019 Marshall,1.7,-1.8,-0.2
2019 Campbell,2.4,-2.5,-0.2
2019 Wake Forest,0.3,-0.5,-0.2
2019 Presbyterian,2.6,-2.9,-0.2
2019 Charleston Southern,-1.9,1.7,-0.3
2019 UAB,0.7,-1,-0.4
2019 Bradley,-2,1.6,-0.4
2019 Missouri St.,-0.1,-0.3,-0.4
2019 Princeton,-2.6,2.2,-0.5
2019 Richmond,3.1,-3.6,-0.5
2019 Saint Joseph's,0.8,-1.5,-0.6
2019 Hampton,0.7,-1.3,-0.6
2019 NJIT,-1.7,0.9,-0.8
2019 Iona,2.4,-3.1,-0.8
2019 Hartford,2.3,-3.1,-0.8
2019 Louisiana,1.9,-2.7,-0.8
2019 Rider,-0.7,-0.2,-0.9
2019 New Mexico,-0.3,-0.6,-0.9
2019 Oakland,2.9,-3.9,-1
2019 UT Arlington,-3.3,2.3,-1
2019 Green Bay,0.2,-1.2,-1.1
2019 Sam Houston St.,0,-1,-1.1
2019 Mercer,-0.4,-0.7,-1.1
2019 Texas Southern,1.6,-2.7,-1.1
2019 American,-1.3,0.1,-1.1
2019 Eastern Michigan,-1.2,0,-1.2
2019 Cal St. Fullerton,-2.4,1.2,-1.2
2019 Dartmouth,-0.2,-1.1,-1.2
2019 North Dakota St.,2.2,-3.7,-1.5
2019 Lamar,-0.9,-0.6,-1.5
2019 Northern Iowa,-1.8,0.3,-1.5
2019 Fairleigh Dickinson,1.3,-2.9,-1.5
2019 Colorado St.,2.8,-4.4,-1.5
2019 Weber St.,-0.5,-1,-1.6
2019 IUPUI,-0.9,-0.7,-1.6
2019 Appalachian St.,2,-3.8,-1.9
2019 Massachusetts,0.3,-2.3,-1.9
2019 UMBC,-4.2,2.2,-2
2019 Columbia,-1.2,-0.9,-2.1
2019 Seattle U,-1.3,-0.9,-2.2
2019 UTSA,-0.5,-1.8,-2.2
2019 Florida Atlantic,-3.8,1.5,-2.3
2019 Hawaii,0.2,-2.6,-2.4
2019 Ohio,-3.6,1.2,-2.4
2019 Santa Clara,-2.2,-0.2,-2.5
2019 California Baptist,0.4,-2.9,-2.5
2019 Long Beach St.,-2.4,-0.1,-2.5
2019 North Florida,-0.6,-2,-2.6
2019 Prairie View A&M,-1.2,-1.4,-2.6
2019 South Alabama,-1.1,-1.6,-2.6
2019 Valparaiso,-3.3,0.6,-2.8
2019 UIC,-2.3,-0.5,-2.8
2019 Illinois St.,-2,-0.9,-2.9
2019 Quinnipiac,0.6,-3.6,-3
2019 St. Francis (PA),1.1,-4.2,-3
2019 UT Rio Grande Valley,-3.9,0.8,-3.1
2019 Boston University,-0.3,-2.8,-3.1
2019 La Salle,-3,-0.2,-3.2
2019 William & Mary,0,-3.2,-3.2
2019 Army,-4.1,0.9,-3.2
2019 South Dakota,-2.1,-1.2,-3.3
2019 Eastern Kentucky,-2.4,-1,-3.4
2019 Florida International,-1.6,-1.9,-3.5
2019 Pacific,-2.5,-1,-3.5
2019 High Point,-2.9,-0.7,-3.5
2019 Indiana St.,-2.5,-1.1,-3.6
2019 Holy Cross,-1.7,-1.9,-3.6
2019 Sacred Heart,-0.1,-3.5,-3.6
2019 Norfolk St.,-3.8,0.2,-3.6
2019 Troy,-0.4,-3.3,-3.7
2019 Washington St.,1.6,-5.3,-3.8
2019 LIU,-3.2,-0.6,-3.8
2019 Eastern Washington,-1.2,-2.6,-3.9
2019 Robert Morris,-4.3,0.5,-3.9
2019 Cal St. Bakersfield,-1.5,-2.5,-3.9
2019 Cornell,-3.8,-0.2,-4
2019 Little Rock,-2.8,-1.2,-4
2019 The Citadel,2.6,-6.7,-4.1
2019 Portland St.,-1.5,-2.7,-4.2
2019 UMass Lowell,0,-4.2,-4.2
2019 Drexel,0.6,-4.8,-4.3
2019 Fordham,-4.5,0.2,-4.3
2019 Sacramento St.,-4.3,0,-4.3
2019 Evansville,-3.7,-0.9,-4.6
2019 North Dakota,-3.1,-1.5,-4.6
2019 Marist,-1.7,-2.9,-4.6
2019 Siena,-1.5,-3.1,-4.6
2019 Morehead St.,-1.2,-3.4,-4.6
2019 Florida Gulf Coast,-2.5,-2.2,-4.6
2019 Canisius,-1.7,-3,-4.7
2019 Jacksonville,-2.7,-2,-4.7
2019 Chattanooga,-2.2,-2.7,-4.9
2019 UC Davis,-4.5,-0.4,-5
2019 St. Francis (BKN),-4.8,-0.2,-5
2019 Montana St.,2,-7,-5
2019 Delaware,-0.1,-5.1,-5.2
2019 Western Michigan,-3.4,-1.9,-5.3
2019 SE Louisiana,-4,-1.3,-5.3
2019 UNC Wilmington,1.2,-6.6,-5.3
2019 Kansas City,-2.9,-2.5,-5.4
2019 North Carolina Central,-3.6,-1.8,-5.4
2019 Grambling,-5.6,0.2,-5.4
2019 Loyola MD,-2.1,-3.3,-5.4
2019 Albany,-3.9,-1.7,-5.6
2019 Arkansas St.,-1.9,-3.7,-5.6
2019 Detroit Mercy,-0.2,-5.4,-5.7
2019 Southern Utah,-4.5,-1.3,-5.7
2019 Houston Baptist,0,-5.9,-6
2019 Towson,-2.6,-3.5,-6
2019 Fairfield,-4.3,-1.7,-6
2019 California,-2,-4.1,-6.1
2019 Bethune-Cookman,-6.2,0,-6.1
2019 Middle Tennessee,-5,-1.2,-6.2
2019 East Carolina,-4.6,-1.7,-6.2
2019 Cal St. Northridge,-0.4,-5.8,-6.3
2019 George Washington,-5,-1.3,-6.3
2019 Rice,-1.6,-4.8,-6.4
2019 New Orleans,-5.8,-0.6,-6.4
2019 Monmouth,-7.1,0.7,-6.4
2019 Tulane,-4.9,-1.5,-6.4
2019 Tennessee St.,-3.4,-3,-6.4
2019 Youngstown St.,-1,-5.4,-6.4
2019 Air Force,-2.9,-3.6,-6.5
2019 Navy,-4.9,-1.7,-6.6
2019 Lafayette,-1.5,-5.2,-6.6
2019 Western Carolina,-3,-3.6,-6.7
2019 James Madison,-2.6,-4.1,-6.7
2019 Longwood,-4.3,-2.4,-6.7
2019 Western Illinois,-4.6,-2.2,-6.7
2019 North Carolina A&T,-4.1,-2.6,-6.7
2019 Wagner,-5.9,-1,-6.8
2019 Milwaukee,-3.3,-3.6,-6.9
2019 UT Martin,0,-7,-6.9
2019 Niagara,-1.2,-5.8,-7
2019 Cleveland St.,-2.5,-4.5,-7
2019 Howard,-1.5,-5.7,-7.2
2019 Oral Roberts,-0.9,-6.4,-7.3
2019 VMI,-1.9,-5.4,-7.3
2019 Texas A&M-CC,-6.4,-1,-7.4
2019 Saint Peter's,-5.7,-1.9,-7.6
2019 Eastern Illinois,-2.8,-4.8,-7.6
2019 Central Arkansas,-3.9,-4.1,-8
2019 UC Riverside,-3.2,-5,-8.1
2019 UTEP,-8.5,0.2,-8.2
2019 Nicholls,-4.1,-4.1,-8.3
2019 Northern Arizona,-2.6,-5.8,-8.4
2019 Elon,-3.4,-5.1,-8.5
2019 Stephen F. Austin,-6.1,-2.5,-8.6
2019 Southeast Missouri St.,-4.1,-4.6,-8.7
2019 Charlotte,-6.1,-2.7,-8.8
2019 Arkansas Pine Bluff,-5.9,-3.1,-9
2019 Manhattan,-9.5,0.5,-9
2019 Idaho St.,-0.6,-8.5,-9.1
2019 North Alabama,-7.5,-1.7,-9.2
2019 Central Connecticut,-4.6,-4.7,-9.3
2019 Alabama St.,-6.1,-3.2,-9.3
2019 Mount St. Mary's,-6.1,-3.4,-9.5
2019 Denver,-2.9,-6.6,-9.5
2019 Bryant,-3.3,-6.4,-9.6
2019 Jackson St.,-9.4,-0.3,-9.7
2019 Florida A&M,-8.9,-0.8,-9.7
2019 Binghamton,-4.8,-5,-9.8
2019 Tennessee Tech,-9.6,-0.5,-10.1
2019 Maine,-6.3,-3.9,-10.3
2019 Portland,-6,-4.7,-10.7
2019 Wyoming,-6.9,-4,-10.8
2019 South Carolina UpSt.,-6.2,-5,-11.2
2019 McNeese,-4.4,-6.9,-11.2
2019 South Carolina St.,-4.3,-7.2,-11.5
2019 Southern,-6.9,-4.9,-11.8
2019 Stetson,-5.1,-6.8,-11.9
2019 SIU Edwardsville,-5.8,-6.2,-12
2019 Morgan St.,-8.1,-4,-12.1
2019 Cal Poly,-5.6,-6.6,-12.2
2019 New Hampshire,-10.8,-1.6,-12.4
2019 Northwestern St.,-9.5,-3.6,-13.1
2019 Coppin St.,-10.3,-3.4,-13.7
2019 Kennesaw St.,-9.4,-4.4,-13.8
2019 Savannah St.,-5.8,-8.1,-13.9
2019 Alcorn St.,-9.3,-5,-14.3
2019 Alabama A&M,-10.4,-4.1,-14.5
2019 Idaho,-6.2,-8.7,-14.9
2019 San José St,-8.1,-7,-15.1
2019 Incarnate Word,-6.4,-9.3,-15.6
2019 Mississippi Valley St.,-8.8,-6.9,-15.7
2019 UNC Asheville,-8.5,-8.2,-16.7
2019 Maryland-Eastern Shore,-11.9,-6.8,-18.8
2019 Delaware St.,-13.2,-5.7,-18.9
2019 Chicago St.,-11.1,-10.5,-21.6
2020 Kansas,9.2,9.6,18.8
2020 Duke,9.7,8.6,18.3
2020 Gonzaga,13.1,5,18.1
2020 Michigan St.,8.6,8.2,16.7
2020 Dayton,10.4,5.3,15.8
2020 Baylor,6.7,8.8,15.5
2020 San Diego St.,7.5,7.2,14.8
2020 Louisville,8.7,6,14.7
2020 Ohio St.,7.1,7.5,14.6
2020 Arizona,6.8,7.2,14
2020 West Virginia,4.1,9.4,13.5
2020 Florida St.,6.3,7.1,13.5
2020 Oregon,10,3.5,13.4
2020 Maryland,7.1,6.3,13.4
2020 Houston,6.7,6.4,13.1
2020 Villanova,7.7,5.3,13
2020 BYU,9.2,3.8,13
2020 Michigan,6.4,6.4,12.8
2020 Purdue,4.8,7.9,12.7
2020 Texas Tech,4.5,7.8,12.4
2020 Wisconsin,5.9,6.3,12.2
2020 Seton Hall,6.2,6,12.1
2020 Florida,7.1,5,12
2020 Kentucky,6.7,5.3,12
2020 Creighton,9.4,2.6,12
2020 Butler,6.1,5.6,11.8
2020 Iowa,9.5,2.1,11.6
2020 Penn St.,5.1,6.4,11.5
2020 Auburn,6.5,4.9,11.5
2020 Marquette,7.4,3.9,11.3
2020 Rutgers,3.4,7.7,11.1
2020 Minnesota,5.6,5.5,11.1
2020 LSU,10.1,0.9,11
2020 Illinois,5.6,5.1,10.7
2020 Indiana,4.6,5.7,10.3
2020 Virginia,-1.4,11.6,10.2
2020 Utah St.,5.1,5.1,10.2
2020 Colorado,4.1,5.9,10
2020 Wichita St.,2.1,7.8,9.9
2020 Saint Mary's,8.4,1.3,9.7
2020 Richmond,5.7,4,9.7
2020 Mississippi St.,6.9,2.6,9.5
2020 NC St.,5.5,3.9,9.4
2020 East Tennessee St.,5.1,4.2,9.4
2020 Providence,3.5,5.8,9.3
2020 Syracuse,6.5,2.7,9.2
2020 Arkansas,4,4.9,8.9
2020 Cincinnati,3.6,5.3,8.9
2020 Oklahoma,4,4.9,8.9
2020 Xavier,2.5,6.1,8.6
2020 Connecticut,3.6,4.9,8.5
2020 Vermont,3.6,4.9,8.5
2020 Liberty,3.8,4.6,8.4
2020 Notre Dame,5.8,2.6,8.4
2020 Yale,4.5,3.9,8.4
2020 Stanford,1.4,7,8.3
2020 Northern Colorado,6,2.2,8.2
2020 Tennessee,2.7,5.5,8.2
2020 Davidson,6.8,1.2,8
2020 Oklahoma St.,3.2,4.8,8
2020 USC,2,5.9,7.9
2020 Memphis,-0.9,8.7,7.9
2020 VCU,2.1,5.7,7.8
2020 Northern Iowa,6.3,1.2,7.5
2020 Clemson,1.7,5.7,7.4
2020 Alabama,5.2,2.1,7.3
2020 Arizona St.,2,5.1,7.2
2020 UNC Greensboro,1.3,5.8,7.1
2020 Texas,0.7,6.3,7.1
2020 Washington,1.7,5.4,7
2020 Rhode Island,2,5,7
2020 San Francisco,4.7,2.2,6.9
2020 New Mexico St.,4.1,2.8,6.9
2020 North Carolina,3.9,3.1,6.9
2020 Georgia Tech,-0.3,7.1,6.8
2020 South Carolina,1.8,5,6.8
2020 Furman,4,2.8,6.8
2020 Louisiana Tech,3,3.5,6.5
2020 Georgetown,5.1,1.4,6.5
2020 Akron,2.9,3.5,6.4
2020 Boise St.,3.8,2.6,6.4
2020 St. John's,1.7,4.6,6.3
2020 Belmont,3.6,2.6,6.2
2020 North Texas,4.4,1.6,6
2020 Tulsa,0.5,5.3,5.8
2020 Oregon St.,5.3,0.5,5.8
2020 Nevada,4.8,0.9,5.7
2020 SMU,6.3,-0.6,5.7
2020 Virginia Tech,2.4,3.1,5.5
2020 Saint Louis,1.4,4.1,5.5
2020 Duquesne,2.9,2.5,5.4
2020 UCLA,3.7,1.5,5.2
2020 Missouri,0.9,4.2,5.2
2020 Iowa St.,4.6,0.6,5.2
2020 Kansas St.,-0.3,5.3,5
2020 Harvard,2.2,2.7,4.9
2020 TCU,1.4,3.4,4.7
2020 Mississippi,1,3.6,4.6
2020 Murray St.,2,2.5,4.5
2020 Miami FL,3.7,0.7,4.4
2020 Texas St.,1.9,2.4,4.4
2020 UC Irvine,2.1,2.2,4.4
2020 Loyola Chicago,1.3,2.9,4.3
2020 Pittsburgh,0.7,3.5,4.2
2020 Hofstra,4.5,-0.3,4.2
2020 DePaul,-0.1,4.2,4.1
2020 Wake Forest,3.9,0.2,4.1
2020 Temple,-0.7,4.8,4.1
2020 UNLV,3,0.9,3.9
2020 Bradley,2.3,1.5,3.8
2020 Georgia,3.4,0.4,3.7
2020 North Dakota St.,3.6,0.1,3.7
2020 Ball St.,-1.5,5.1,3.6
2020 Eastern Washington,2.9,0.5,3.5
2020 Western Kentucky,4.1,-0.7,3.5
2020 Stephen F. Austin,0.2,3.2,3.3
2020 Utah,2.8,0.5,3.3
2020 Colgate,3.4,-0.1,3.3
2020 Colorado St.,3.7,-0.5,3.2
2020 UCF,0.6,2.5,3.1
2020 South Florida,-1,4,3
2020 Kent St.,2.7,0.3,3
2020 Georgia St.,1.5,1.4,2.9
2020 St. Bonaventure,1.8,0.8,2.6
2020 Penn,1.4,1.1,2.5
2020 Wright St.,1.6,0.9,2.5
2020 Missouri St.,0.9,1.6,2.5
2020 Northeastern,3.3,-1,2.3
2020 Winthrop,2.5,-0.1,2.3
2020 Pacific,0.7,1.4,2
2020 Northern Kentucky,0.1,1.9,2
2020 Texas A&M,-1.2,3.2,2
2020 Chattanooga,2.5,-0.5,2
2020 Southern Utah,-1,2.9,1.9
2020 Washington St.,-0.4,2.3,1.9
2020 Pepperdine,3.5,-1.7,1.8
2020 South Dakota St.,3.3,-1.4,1.8
2020 Toledo,2.6,-1,1.6
2020 Georgia Southern,0.1,1.5,1.6
2020 Northwestern,0.8,0.7,1.6
2020 Wofford,3.3,-1.7,1.5
2020 Towson,2.1,-0.7,1.4
2020 Princeton,2.6,-1.3,1.3
2020 New Mexico,1.9,-0.7,1.3
2020 Marshall,-0.9,2.1,1.3
2020 UT Arlington,-0.7,1.9,1.3
2020 Western Carolina,3.2,-2,1.2
2020 Oral Roberts,3.3,-2.2,1.1
2020 Indiana St.,1.4,-0.3,1.1
2020 St. Francis (PA),3.7,-2.6,1.1
2020 North Florida,6,-4.9,1.1
2020 Buffalo,1.2,-0.1,1.1
2020 Radford,2.6,-1.6,0.9
2020 Little Rock,0.9,0,0.9
2020 Siena,2.2,-1.3,0.9
2020 Ohio,0.9,-0.3,0.7
2020 Austin Peay,2.9,-2.3,0.6
2020 Boston University,1.3,-0.7,0.6
2020 Charleston,1.5,-1,0.5
2020 Santa Clara,0.2,0.3,0.5
2020 UC Santa Barbara,3.1,-2.7,0.5
2020 Fresno St.,1.3,-0.9,0.4
2020 Stony Brook,-2.3,2.6,0.4
2020 Portland St.,3.3,-3,0.3
2020 Vanderbilt,1.4,-1,0.3
2020 Abilene Christian,-1.8,2.1,0.3
2020 George Mason,-0.9,1.1,0.3
2020 Montana,-0.9,1.1,0.2
2020 Rider,-0.7,0.8,0.1
2020 Sacramento St.,-3.8,3.9,0.1
2020 Boston College,-2.2,2.1,-0.1
2020 Massachusetts,0.3,-0.5,-0.1
2020 South Dakota,3.9,-4,-0.1
2020 Nebraska,-0.3,0.1,-0.2
2020 Delaware,2.4,-2.6,-0.2
2020 Northern Illinois,-2.1,1.8,-0.3
2020 Charlotte,-2.3,1.9,-0.3
2020 Valparaiso,0.5,-0.9,-0.4
2020 California Baptist,3,-3.4,-0.4
2020 California,-1.1,0.7,-0.4
2020 Drake,-0.5,0,-0.5
2020 South Alabama,1.6,-2.2,-0.5
2020 Old Dominion,-3.2,2.7,-0.5
2020 La Salle,-2.3,1.7,-0.6
2020 Nicholls,-1.3,0.6,-0.7
2020 Appalachian St.,-1.8,1.1,-0.7
2020 Florida International,0.1,-1,-0.9
2020 Bowling Green,0.8,-1.8,-0.9
2020 Coastal Carolina,1.8,-2.8,-1
2020 Sacred Heart,0,-1,-1
2020 Tulane,-0.3,-0.7,-1.1
2020 William & Mary,0.2,-1.3,-1.2
2020 Dartmouth,-2.4,1.2,-1.3
2020 Southern Illinois,-3.3,2,-1.3
2020 American,-0.4,-0.9,-1.3
2020 Central Michigan,1.2,-2.6,-1.4
2020 Saint Peter's,-4.6,3.2,-1.4
2020 UAB,-1.4,-0.1,-1.5
2020 Eastern Illinois,-1.1,-0.5,-1.6
2020 Air Force,3.6,-5.2,-1.6
2020 Mercer,-0.8,-0.8,-1.6
2020 Green Bay,2.4,-4.2,-1.8
2020 Northern Arizona,0.5,-2.4,-1.9
2020 Robert Morris,-1.2,-0.6,-1.9
2020 Monmouth,-2.3,0.4,-1.9
2020 Hawaii,-3.1,1.1,-2
2020 Kansas City,-2.2,0.2,-2
2020 Lafayette,-0.4,-1.7,-2.2
2020 Eastern Michigan,-4.9,2.7,-2.2
2020 Montana St.,-2.7,0.4,-2.3
2020 UTEP,-3.4,1.1,-2.3
2020 Gardner Webb,-0.5,-1.8,-2.3
2020 Prairie View A&M,-2.7,0.4,-2.4
2020 Sam Houston St.,-1.9,-0.5,-2.5
2020 Miami (OH),0.2,-2.7,-2.5
2020 Brown,-4.1,1.5,-2.5
2020 Iona,0.4,-2.9,-2.6
2020 UC Riverside,-4.2,1.6,-2.6
